domain,outgoing,ingoing,added,time,file
aptuz.com,3,1,1,0:00:02,./statistic/aptuz.csv
apxnet.com,3,7,1,0:00:12,./statistic/apxnet.csv
anavcloudsoftwares.com,85,101,5,0:02:42,./statistic/anavcloudsoftwares.csv
apolisrises.com,0,0,0,0:00:01,./statistic/apolisrises.csv
apex-consultant.com,2,19,0,0:00:16,./statistic/apex-consultant.csv
apextechinc.com,71,26,7,0:00:41,./statistic/apextechinc.csv
aqfer.com,13,22,2,0:00:46,./statistic/aqfer.csv
aqbsolutions.com,44,101,3,0:02:42,./statistic/aqbsolutions.csv
aptora.com,25,62,9,0:04:05,./statistic/aptora.csv
arastusystems.com,0,0,0,0:00:00,./statistic/arastusystems.csv
aquent.com.au,0,0,0,0:00:00,./statistic/aquent.csv
aragonresearch.com,0,0,0,0:00:00,./statistic/aragonresearch.csv
aqua-cloud.io,14,21,1,0:00:24,./statistic/aqua-cloud.csv
arborgold.com,0,0,0,0:00:00,./statistic/arborgold.csv
aravo.com,0,0,0,0:00:00,./statistic/aravo.csv
arateg.com,44,19,4,0:00:14,./statistic/arateg.csv
arboxapp.com,62,59,3,0:01:44,./statistic/arboxapp.csv
arcadiandigital.com.au,0,0,0,0:00:00,./statistic/arcadiandigital.csv
arc.dev,6,0,0,0:00:03,./statistic/arc.csv
archa.com.au,1,3,0,0:00:09,./statistic/archa.csv
arcalea.com,349,92,15,0:02:16,./statistic/arcalea.csv
archeredu.com,0,0,0,0:00:00,./statistic/archeredu.csv
archerpoint.com,0,0,0,0:00:01,./statistic/archerpoint.csv
archdesk.com,22,8,3,0:00:05,./statistic/archdesk.csv
archbee.com,1110,382,77,0:02:20,./statistic/archbee.csv
arcintermedia.com,0,0,0,0:00:00,./statistic/arcintermedia.csv
archlynk.com,5,2,1,0:00:02,./statistic/archlynk.csv
architech.ca,0,0,0,0:00:02,./statistic/architech.csv
arcion.io,10,0,1,0:00:03,./statistic/arcion.csv
arcoro.com,0,0,0,0:00:01,./statistic/arcoro.csv
ardc.edu.au,0,0,0,0:00:01,./statistic/ardc.csv
arcstone.com,22,9,0,0:00:11,./statistic/arcstone.csv
ardas-it.com,103,105,10,0:01:04,./statistic/ardas-it.csv
arena.im,0,0,0,0:00:01,./statistic/arena.csv
aremaconnect.com,0,0,0,0:00:02,./statistic/aremaconnect.csv
ardigitalsolutions.com.au,0,0,0,0:00:05,./statistic/ardigitalsolutions.csv
ardentcom.com.au,23,40,3,0:02:02,./statistic/ardentcom.csv
argondigital.com,1,0,0,0:00:02,./statistic/argondigital.csv
argoconsulting.com,0,0,0,0:00:02,./statistic/argoconsulting.csv
aristamd.com,0,0,0,0:00:02,./statistic/aristamd.csv
armaturecorp.com,0,0,0,0:00:00,./statistic/armaturecorp.csv
arizon.digital,0,0,0,0:00:01,./statistic/arizon.csv
arlo.co,243,134,40,0:01:52,./statistic/arlo.csv
armworldwide.com,3,0,0,0:00:02,./statistic/armworldwide.csv
aronwebsolutions.com,7,0,1,0:00:03,./statistic/aronwebsolutions.csv
arosoftware.com,0,0,0,0:00:04,./statistic/arosoftware.csv
aroflo.com,4,10,1,0:00:28,./statistic/aroflo.csv
arpedio.com,0,0,0,0:00:00,./statistic/arpedio.csv
arounda.agency,210,179,19,0:00:29,./statistic/arounda.csv
arounddeal.com,124,9109,23,0:02:16,./statistic/arounddeal.csv
array.com,0,0,0,0:00:00,./statistic/array.csv
arrkgroup.com,1,0,0,0:00:01,./statistic/arrkgroup.csv
arribatec.com,0,0,0,0:00:02,./statistic/arribatec.csv
arrowhitech.com,45,136,11,0:02:39,./statistic/arrowhitech.csv
arryved.com,0,0,0,0:00:00,./statistic/arryved.csv
arrowpayments.com,0,0,0,0:00:01,./statistic/arrowpayments.csv
arrowvoice.com.au,0,0,0,0:00:03,./statistic/arrowvoice.csv
arshon.com,4,1,0,0:00:05,./statistic/arshon.csv
artelogic.net,1,0,0,0:00:01,./statistic/artelogic.csv
arthouselabs.com,0,1,0,0:00:02,./statistic/arthouselabs.csv
arthuronline.co.uk,7,0,2,0:00:02,./statistic/arthuronline.csv
artemisaba.com,114,31,24,0:00:39,./statistic/artemisaba.csv
artisticbird.com,0,0,0,0:00:00,./statistic/artisticbird.csv
articlewriters.com.au,0,0,0,0:00:01,./statistic/articlewriters.csv
artist.bandsintown.com,1,0,0,0:00:02,./statistic/artist.csv
artimization.com,80,223,5,0:02:31,./statistic/artimization.csv
aryel.io,0,0,0,0:00:01,./statistic/aryel.csv
artxpro.com,0,0,0,0:00:00,./statistic/artxpro.csv
artoonsolutions.com,0,0,0,0:00:01,./statistic/artoonsolutions.csv
artworkflowhq.com,0,0,0,0:00:02,./statistic/artworkflowhq.csv
asanify.com,0,1,0,0:00:04,./statistic/asanify.csv
ascendanalytics.co,28,7,1,0:00:14,./statistic/ascendanalytics.csv
asahitechnologies.com,170,122,15,0:03:42,./statistic/asahitechnologies.csv
ascendancy.agency,0,0,0,0:00:00,./statistic/ascendancy.csv
ascendis.ca,0,0,0,0:00:00,./statistic/ascendis.csv
ascendfleet.com,11,17,1,0:00:16,./statistic/ascendfleet.csv
ascendixtech.com,530,105,113,0:01:02,./statistic/ascendixtech.csv
ascendle.com,0,0,0,0:00:01,./statistic/ascendle.csv
ascentspark.com,0,0,0,0:00:02,./statistic/ascentspark.csv
ascuretech.com,35,67,8,0:00:29,./statistic/ascuretech.csv
asdsoftware.com,23,41,7,0:01:05,./statistic/asdsoftware.csv
askattest.com,0,0,0,0:00:00,./statistic/askattest.csv
ashutec.com,76,121,4,0:01:10,./statistic/ashutec.csv
askcody.com,170,237,19,0:01:44,./statistic/askcody.csv
aseit.com.au,3,5,0,0:01:50,./statistic/aseit.csv
asktoai.com,0,0,0,0:00:02,./statistic/asktoai.csv
askfill.com,25,36,6,0:01:24,./statistic/askfill.csv
asksuite.com,254,149,54,0:02:11,./statistic/asksuite.csv
asknicely.com,61,164,7,0:02:18,./statistic/asknicely.csv
asmarketingagency.com,11,0,1,0:00:05,./statistic/asmarketingagency.csv
askviable.com,89,111,3,0:02:18,./statistic/askviable.csv
askui.com,121,166,7,0:02:25,./statistic/askui.csv
aslproductions.com,89,116,2,0:05:17,./statistic/aslproductions.csv
aspiration.marketing,7,0,0,0:00:01,./statistic/aspiration.csv
aspg.com,0,0,0,0:00:01,./statistic/aspg.csv
aspiremarketing.group,1,1,0,0:00:02,./statistic/aspiremarketing.csv
asodesk.com,216,156,15,0:00:48,./statistic/asodesk.csv
aspiriant.com,0,0,0,0:00:00,./statistic/aspiriant.csv
aspirity.com,121,54,14,0:00:46,./statistic/aspirity.csv
assessteam.com,103,210,1,0:03:07,./statistic/assessteam.csv
assembled.com,435,207,21,0:03:42,./statistic/assembled.csv
assetpanda.com,0,0,0,0:00:00,./statistic/assetpanda.csv
assetnote.io,0,0,0,0:00:01,./statistic/assetnote.csv
assetivity.com.au,0,0,0,0:00:06,./statistic/assetivity.csv
assurity.nz,0,0,0,0:00:01,./statistic/assurity.csv
associationconcepts.ca,0,0,0,0:00:01,./statistic/associationconcepts.csv
assurx.com,115,233,10,0:00:53,./statistic/assurx.csv
astadia.com,39,130,4,0:02:56,./statistic/astadia.csv
astarios.com,0,0,0,0:00:01,./statistic/astarios.csv
asteroidx.com,6,2,0,0:00:08,./statistic/asteroidx.csv
astronomer.io,188,233,14,0:01:34,./statistic/astronomer.csv
astera.com,113,233,4,0:03:51,./statistic/astera.csv
at-bay.com,0,0,0,0:00:00,./statistic/at-bay.csv
astutetm.com,0,0,0,0:00:01,./statistic/astutetm.csv
asymm.com,0,0,0,0:00:01,./statistic/asymm.csv
asynclabs.co,144,131,20,0:00:54,./statistic/asynclabs.csv
atera.com,0,0,0,0:00:00,./statistic/atera.csv
atecgroup.com,0,0,0,0:00:01,./statistic/atecgroup.csv
atakinteractive.com,63,125,10,0:00:49,./statistic/atakinteractive.csv
atatus.com,105,352,9,0:01:29,./statistic/atatus.csv
atigro.com,0,0,0,0:00:00,./statistic/atigro.csv
athennian.com,0,0,0,0:00:02,./statistic/athennian.csv
atiba.com,0,0,0,0:00:01,./statistic/atiba.csv
atginfo.com,185,81,30,0:01:52,./statistic/atginfo.csv
atlanticdatasecurity.com,0,0,0,0:00:00,./statistic/atlanticdatasecurity.csv
atlassoftweb.com,14,8,3,0:00:23,./statistic/atlassoftweb.csv
atlassystems.com,16,113,4,0:01:43,./statistic/atlassystems.csv
atlasiko.com,23,103,2,0:03:02,./statistic/atlasiko.csv
atomicdust.com,0,0,0,0:00:00,./statistic/atomicdust.csv
atnetplus.com,0,0,0,0:00:01,./statistic/atnetplus.csv
atomicdigitalmarketing.co.uk,6,18,0,0:00:14,./statistic/atomicdigitalmarketing.csv
atlasvpn.com,242,308,8,0:01:00,./statistic/atlasvpn.csv
atomicobject.com,0,0,0,0:00:00,./statistic/atomicobject.csv
atomix.com.au,0,0,0,0:00:01,./statistic/atomix.csv
atominvest.co,0,0,0,0:00:01,./statistic/atominvest.csv
atomicorp.com,4294,58,2,0:01:05,./statistic/atomicorp.csv
atrium.ai,0,0,0,0:00:00,./statistic/atrium.csv
atradiuscollections.com,0,0,0,0:00:01,./statistic/atradiuscollections.csv
atriumdigital.com,5,10,1,0:00:06,./statistic/atriumdigital.csv
atopdigital.com,16,11,0,0:00:10,./statistic/atopdigital.csv
attitudemarketing.ca,0,0,0,0:00:01,./statistic/attitudemarketing.csv
attendstar.com,0,0,0,0:00:01,./statistic/attendstar.csv
attentionexperts.com,7,1,0,0:00:07,./statistic/attentionexperts.csv
attendease.com,177,202,28,0:01:33,./statistic/attendease.csv
attivoerp.com,1,11,0,0:00:10,./statistic/attivoerp.csv
attractgroup.com,433,113,58,0:00:41,./statistic/attractgroup.csv
atwix.com,275,125,27,0:01:10,./statistic/atwix.csv
attrock.com,1009,1194,54,0:01:59,./statistic/attrock.csv
atxadvisory.com,0,0,0,0:00:01,./statistic/atxadvisory.csv
audacix.com,118,186,4,0:01:03,./statistic/audacix.csv
audiencerepublic.com,206,124,37,0:03:10,./statistic/audiencerepublic.csv
audere.com.au,34,154,5,0:04:29,./statistic/audere.csv
auditoria.ai,0,0,0,0:00:00,./statistic/auditoria.csv
augurian.com,54,18,7,0:00:32,./statistic/augurian.csv
audiodraft.com,174,346,9,0:01:10,./statistic/audiodraft.csv
audiense.com,148,120,5,0:02:08,./statistic/audiense.csv
auq.io,0,0,0,0:00:01,./statistic/auq.csv
auraquantic.com,19,29,5,0:00:07,./statistic/auraquantic.csv
augusto.digital,50,44,5,0:00:31,./statistic/augusto.csv
aurachain.ch,15,65,2,0:01:05,./statistic/aurachain.csv
aureatelabs.com,0,0,0,0:00:00,./statistic/aureatelabs.csv
auroraelabs.com,8,24,0,0:00:06,./statistic/auroraelabs.csv
austinwilliams.com,30,105,2,0:01:29,./statistic/austinwilliams.csv
ausha.co,104,143,17,0:01:35,./statistic/ausha.csv
authenticid.com,0,0,0,0:00:00,./statistic/authenticid.csv
authenticateis.com,0,0,0,0:00:01,./statistic/authenticateis.csv
authoritas.com,612,85,43,0:01:27,./statistic/authoritas.csv
australiacloud.com.au,40,46,2,0:01:45,./statistic/australiacloud.csv
authorselvi.com,0,0,0,0:00:01,./statistic/authorselvi.csv
authory.com,42,4,11,0:00:03,./statistic/authory.csv
authoritymagnet.com,1,3,0,0:00:05,./statistic/authoritymagnet.csv
autimo.com,0,0,0,0:00:01,./statistic/autimo.csv
autify.co.uk,45,13,2,0:00:18,./statistic/autify.csv
auto-star.com,52,126,15,0:02:33,./statistic/auto-star.csv
autoleap.com,142,151,23,0:05:04,./statistic/autoleap.csv
autommate.com,0,0,0,0:00:00,./statistic/autommate.csv
automation-consultants.com,0,0,0,0:00:02,./statistic/automation-consultants.csv
automationfactory.ai,2,6,0,0:00:19,./statistic/automationfactory.csv
automationanywhere.com,32,636,3,0:09:41,./statistic/automationanywhere.csv
automox.com,0,0,0,0:00:01,./statistic/automox.csv
autoretouch.com,23,30,0,0:00:17,./statistic/autoretouch.csv
autorox.co,0,58,0,0:01:24,./statistic/autorox.csv
autonom8.com,74,181,1,0:03:48,./statistic/autonom8.csv
auvik.com,0,0,0,0:00:00,./statistic/auvik.csv
autymate.com,1,0,0,0:00:02,./statistic/autymate.csv
auxmode.com,1,3,0,0:00:03,./statistic/auxmode.csv
auxiliobits.com,0,0,0,0:00:02,./statistic/auxiliobits.csv
avada.com,0,0,0,0:00:00,./statistic/avada.csv
auxosoftware.com,0,0,0,0:00:01,./statistic/auxosoftware.csv
avalaunchmedia.com,48,42,10,0:01:30,./statistic/avalaunchmedia.csv
avalonaccounting.ca,357,197,21,0:02:04,./statistic/avalonaccounting.csv
avantivesolutions.com,0,0,0,0:00:00,./statistic/avantivesolutions.csv
avanser.com.au,0,0,0,0:00:01,./statistic/avanser.csv
avantahub.com,35,45,1,0:00:40,./statistic/avantahub.csv
avantio.com,201,292,50,0:02:17,./statistic/avantio.csv
avily.co.za,65,42,9,0:00:17,./statistic/avily.csv
avidlyagency.com,403,245,14,0:00:53,./statistic/avidlyagency.csv
aviddemand.com,20,47,1,0:01:08,./statistic/aviddemand.csv
avinetworks.com,0,0,0,0:00:01,./statistic/avinetworks.csv
aviso.com,5,1,1,0:00:02,./statistic/aviso.csv
avionte.com,0,0,0,0:00:02,./statistic/avionte.csv
avinashchandra.com,874,143,192,0:01:17,./statistic/avinashchandra.csv
avolutionsoftware.com,0,0,0,0:00:00,./statistic/avolutionsoftware.csv
avitusgroup.com,0,0,0,0:00:02,./statistic/avitusgroup.csv
avokaado.io,442,145,41,0:01:04,./statistic/avokaado.csv
avochato.com,44,97,2,0:01:36,./statistic/avochato.csv
awaken.io,0,0,0,0:00:00,./statistic/awaken.csv
avoxi.com,0,0,0,0:00:00,./statistic/avoxi.csv
avreafoster.com,0,0,0,0:00:01,./statistic/avreafoster.csv
awario.com,435,151,15,0:00:56,./statistic/awario.csv
awardspace.com,96,449,11,0:02:22,./statistic/awardspace.csv
avoma.com,110,253,19,0:03:10,./statistic/avoma.csv
awesomedynamic.com,0,0,0,0:00:00,./statistic/awesomedynamic.csv
aweber.com,0,0,0,0:00:01,./statistic/aweber.csv
awd.com.au,4,1,0,0:00:11,./statistic/awd.csv
awddigital.com.au,76,156,4,0:00:58,./statistic/awddigital.csv
axabee.com,22,50,3,0:00:10,./statistic/axabee.csv
awork.com,53,170,12,0:00:42,./statistic/awork.csv
axattechnologies.com,3,226,0,0:01:41,./statistic/axattechnologies.csv
awsquality.com,17,204,0,0:02:48,./statistic/awsquality.csv
axerosolutions.com,0,0,0,0:00:00,./statistic/axerosolutions.csv
axcrypt.net,4,0,0,0:00:02,./statistic/axcrypt.csv
axiaconsulting.net,0,0,0,0:00:04,./statistic/axiaconsulting.csv
axiapr.com,64,478,5,0:00:18,./statistic/axiapr.csv
axiom.ai,0,0,0,0:00:00,./statistic/axiom.csv
axongarside.com,1,0,0,0:00:01,./statistic/axongarside.csv
axon.dev,11,4,0,0:00:17,./statistic/axon.csv
axonator.com,54,214,6,0:00:26,./statistic/axonator.csv
axonsoftware.com,0,0,0,0:00:00,./statistic/axonsoftware.csv
axonn.co.uk,0,0,0,0:00:00,./statistic/axonn.csv
axxonsoft.com,2,15,1,0:00:15,./statistic/axxonsoft.csv
axonify.com,280,130,30,0:03:28,./statistic/axonify.csv
ayatas.com,0,0,0,0:00:00,./statistic/ayatas.csv
axxys.com,0,0,0,0:00:01,./statistic/axxys.csv
aylien.com,13,2,3,0:00:03,./statistic/aylien.csv
ayanza.com,0,0,0,0:01:11,./statistic/ayanza.csv
ayokay.com,0,0,0,0:00:00,./statistic/ayokay.csv
ayokasystems.com,2,0,1,0:00:02,./statistic/ayokasystems.csv
aytm.com,16,255,3,0:00:53,./statistic/aytm.csv
azenix.com.au,6,0,0,0:00:04,./statistic/azenix.csv
azency.com,91,34,1,0:00:20,./statistic/azency.csv
aztechit.co.uk,79,211,2,0:00:31,./statistic/aztechit.csv
azonetwork.com,62,143,8,0:01:31,./statistic/azonetwork.csv
azul.com,0,0,0,0:00:00,./statistic/azul.csv
azzgency.com,0,0,0,0:00:01,./statistic/azzgency.csv
b12.io,0,0,0,0:00:02,./statistic/b12.csv
aztekweb.com,136,129,31,0:01:06,./statistic/aztekweb.csv
b2econsulting.com,0,0,0,0:00:00,./statistic/b2econsulting.csv
b2wsoftware.com,0,0,0,0:00:02,./statistic/b2wsoftware.csv
b2btech.com,14,9,0,0:00:17,./statistic/b2btech.csv
b2match.com,20,291,10,0:01:11,./statistic/b2match.csv
b5digital.dk,35,58,2,0:00:08,./statistic/b5digital.csv
b3net.com,0,0,0,0:00:08,./statistic/b3net.csv
back40design.com,1,7,1,0:00:14,./statistic/back40design.csv
backblaze.com,403,429,85,0:01:11,./statistic/backblaze.csv
backofficethinking.com,0,0,0,0:00:00,./statistic/backofficethinking.csv
badenbower.com,0,0,0,0:00:02,./statistic/badenbower.csv
badgepass.com,3,11,0,0:00:15,./statistic/badgepass.csv
backendless.com,537,550,4,0:00:48,./statistic/backendless.csv
baffle.io,0,0,0,0:00:00,./statistic/baffle.csv
bakoffis.com,1,4,0,0:00:12,./statistic/bakoffis.csv
balbix.com,131,166,4,0:01:43,./statistic/balbix.csv
badgermapping.com,627,385,53,0:06:20,./statistic/badgermapping.csv
ballydesign.com,0,0,0,0:00:01,./statistic/ballydesign.csv
balcomagency.com,28,52,8,0:00:23,./statistic/balcomagency.csv
ballantine.com,201,230,19,0:02:19,./statistic/ballantine.csv
balmeragency.com.au,139,84,10,0:03:30,./statistic/balmeragency.csv
balsamiq.com,0,0,0,0:00:00,./statistic/balsamiq.csv
bamadv.com,0,0,0,0:00:01,./statistic/bamadv.csv
bamboohealth.com,4,2,0,0:00:07,./statistic/bamboohealth.csv
bam.tech,2,4,1,0:00:08,./statistic/bam.csv
bambuser.com,4,0,1,0:00:02,./statistic/bambuser.csv
bambuagency.com,0,0,0,0:00:03,./statistic/bambuagency.csv
bamboonine.co.uk,72,21,4,0:00:14,./statistic/bamboonine.csv
bambrick.com.au,89,80,0,0:01:33,./statistic/bambrick.csv
banc.digital,0,0,0,0:00:01,./statistic/banc.csv
bandofcoders.com,0,0,0,0:00:01,./statistic/bandofcoders.csv
bandapixels.com,71,10,23,0:00:13,./statistic/bandapixels.csv
bankonloop.com,62,37,10,0:01:00,./statistic/bankonloop.csv
banshie.com,0,0,0,0:00:02,./statistic/banshie.csv
bannersnack.com,44,0,0,0:00:05,./statistic/bannersnack.csv
bannerflow.com,332,407,25,0:00:37,./statistic/bannerflow.csv
bannerbear.com,261,117,22,0:01:05,./statistic/bannerbear.csv
baradainc.com,0,0,0,0:00:02,./statistic/baradainc.csv
banyanbrain.com,0,0,0,0:00:03,./statistic/banyanbrain.csv
barcloud.com,0,6,0,0:00:11,./statistic/barcloud.csv
bant.io,186,121,9,0:01:03,./statistic/bant.csv
barilliance.com,0,0,0,0:00:00,./statistic/barilliance.csv
barradvisory.com,0,0,0,0:00:00,./statistic/barradvisory.csv
baremetrics.com,4,8,2,0:00:05,./statistic/baremetrics.csv
bardeen.ai,451,295,30,0:01:29,./statistic/bardeen.csv
baseinc.com,3,3,0,0:00:04,./statistic/baseinc.csv
barringtongroup.com.au,0,0,0,0:00:05,./statistic/barringtongroup.csv
base-mc.com,1,2,1,0:00:09,./statistic/base-mc.csv
base2services.com,47,130,3,0:01:05,./statistic/base2services.csv
baselinker.com,2,1,0,0:00:02,./statistic/baselinker.csv
bassomarketingagency.com,0,0,0,0:00:02,./statistic/bassomarketingagency.csv
basic.ai,0,0,0,0:00:04,./statistic/basic.csv
baserow.io,12,3,0,0:00:07,./statistic/baserow.csv
bateswells.co.uk,0,0,0,0:00:01,./statistic/bateswells.csv
batchmaster.com,0,0,0,0:00:02,./statistic/batchmaster.csv
bautomate.com,0,0,0,0:00:01,./statistic/bautomate.csv
batch.com,65,61,4,0:00:25,./statistic/batch.csv
bayshoreintel.com,23,7,1,0:00:23,./statistic/bayshoreintel.csv
bay4.com,6,13,1,0:00:27,./statistic/bay4.csv
bay20.com,19,21,0,0:00:38,./statistic/bay20.csv
baytechconsulting.com,119,174,10,0:00:55,./statistic/baytechconsulting.csv
bcmone.com,0,0,0,0:00:01,./statistic/bcmone.csv
bbdboom.com,6,134,0,0:00:21,./statistic/bbdboom.csv
baytechdigital.com,4,115,0,0:00:30,./statistic/baytechdigital.csv
bayzat.com,125,129,19,0:04:19,./statistic/bayzat.csv
bcn.co.uk,0,0,0,0:00:01,./statistic/bcn.csv
bcs365.com,0,0,0,0:00:02,./statistic/bcs365.csv
bcwebwise.com,10,12,3,0:00:22,./statistic/bcwebwise.csv
bcreativestudio.com.au,29,37,3,0:01:16,./statistic/bcreativestudio.csv
beacons.ai,0,0,0,0:00:00,./statistic/beacons.csv
beaglesecurity.com,0,0,0,0:00:00,./statistic/beaglesecurity.csv
bdodigital.com,0,0,0,0:00:02,./statistic/bdodigital.csv
beacondigitalmarketing.com,326,193,31,0:00:23,./statistic/beacondigitalmarketing.csv
beanstalkwebsolutions.com,6,19,1,0:00:06,./statistic/beanstalkwebsolutions.csv
beamjobs.com,116,2,2,0:00:04,./statistic/beamjobs.csv
beanninjas.com,352,176,29,0:01:27,./statistic/beanninjas.csv
beamcreative.com.au,226,95,4,0:06:56,./statistic/beamcreative.csv
bearfoxmarketing.com,0,0,0,0:00:01,./statistic/bearfoxmarketing.csv
bebetterhotels.com,0,0,0,0:00:06,./statistic/bebetterhotels.csv
beautiful.ai,64,671,5,0:02:17,./statistic/beautiful.csv
bearer.com,241,146,15,0:02:55,./statistic/bearer.csv
bebolddigital.com,0,0,0,0:00:01,./statistic/bebolddigital.csv
beebyclarkmeyler.com,0,0,0,0:00:01,./statistic/beebyclarkmeyler.csv
beefree.io,173,355,14,0:01:32,./statistic/beefree.csv
become.co,263,504,33,0:03:42,./statistic/become.csv
beehiiv.com,0,0,0,0:00:00,./statistic/beehiiv.csv
beehivepr.biz,0,0,0,0:00:01,./statistic/beehivepr.csv
beeingsocial.com,0,12,0,0:00:14,./statistic/beeingsocial.csv
beesapps.com,119,82,25,0:01:56,./statistic/beesapps.csv
beetween.com,0,0,0,0:00:02,./statistic/beetween.csv
befunky.com,0,0,0,0:00:02,./statistic/befunky.csv
befoundonline.com,14,26,1,0:00:31,./statistic/befoundonline.csv
beeutech.com,84,69,2,0:02:14,./statistic/beeutech.csv
behindthework.com,4,0,0,0:00:02,./statistic/behindthework.csv
beinetworks.com,0,0,0,0:00:03,./statistic/beinetworks.csv
bellavix.com,79,8,1,0:00:28,./statistic/bellavix.csv
belkins.io,775,168,28,0:00:32,./statistic/belkins.csv
bemarketing.com,0,0,0,0:00:00,./statistic/bemarketing.csv
belvo.com,0,0,0,0:00:00,./statistic/belvo.csv
belugalab.com,4,35,0,0:00:33,./statistic/belugalab.csv
benchmarkone.com,113,167,15,0:02:21,./statistic/benchmarkone.csv
beonx.com,0,0,0,0:00:02,./statistic/beonx.csv
beqom.com,2,2,0,0:00:08,./statistic/beqom.csv
bensondesign.com,3,25,1,0:00:30,./statistic/bensondesign.csv
beprofit.co,145,598,19,0:02:37,./statistic/beprofit.csv
beslogic.com,1,0,0,0:00:01,./statistic/beslogic.csv
berkeleypartnership.com,0,0,0,0:00:02,./statistic/berkeleypartnership.csv
beringer.net,1,0,0,0:00:04,./statistic/beringer.csv
berkone.com,0,0,0,0:00:04,./statistic/berkone.csv
bestructured.com,0,0,0,0:00:00,./statistic/bestructured.csv
bestpractice.biz,0,0,0,0:00:01,./statistic/bestpractice.csv
bespinglobal.ae,24,16,2,0:00:38,./statistic/bespinglobal.csv
beson4.com,3,31,1,0:00:52,./statistic/beson4.csv
betterqa.co,0,0,0,0:00:01,./statistic/betterqa.csv
bettercloud.com,0,0,0,0:00:02,./statistic/bettercloud.csv
betabreakers.com,0,0,0,0:00:08,./statistic/betabreakers.csv
bettermade.com.au,50,14,3,0:00:18,./statistic/bettermade.csv
bettervideocontent.com,0,0,0,0:00:00,./statistic/bettervideocontent.csv
betterworks.com,0,0,0,0:00:01,./statistic/betterworks.csv
bettyblocks.com,8,7,1,0:00:16,./statistic/bettyblocks.csv
betterstack.com,126,311,9,0:00:46,./statistic/betterstack.csv
beverlyboy.com,0,0,0,0:00:00,./statistic/beverlyboy.csv
beyondcampus.com,0,0,0,0:00:01,./statistic/beyondcampus.csv
beveco.nl,0,0,0,0:00:02,./statistic/beveco.csv
beyondcodes.com,4,2,0,0:00:07,./statistic/beyondcodes.csv
beyondfifteen.com,0,0,0,0:00:01,./statistic/beyondfifteen.csv
beyondmarketing.xyz,57,18,21,0:00:15,./statistic/beyondmarketing.csv
beyondidentity.com,128,253,7,0:00:40,./statistic/beyondidentity.csv
beyondkey.com,99,300,6,0:03:19,./statistic/beyondkey.csv
bgs-llc.com,0,0,0,0:00:02,./statistic/bgs-llc.csv
beyondyourbrand.co.uk,71,20,5,0:00:46,./statistic/beyondyourbrand.csv
beyondthearc.com,102,105,8,0:02:08,./statistic/beyondthearc.csv
bfpminc.com,112,103,16,0:03:13,./statistic/bfpminc.csv
big-village.com,0,0,0,0:00:01,./statistic/big-village.csv
bidnamic.com,0,0,0,0:00:02,./statistic/bidnamic.csv
bidmark.co.uk,33,25,4,0:00:26,./statistic/bidmark.csv
bigbang360.com,163,308,13,0:03:23,./statistic/bigbang360.csv
bighand.com,0,0,0,0:00:04,./statistic/bighand.csv
biggskofford.com,5,16,0,0:00:46,./statistic/biggskofford.csv
bighuman.com,189,94,24,0:01:17,./statistic/bighuman.csv
bigfootdigital.co.uk,44,40,3,0:01:25,./statistic/bigfootdigital.csv
biginterview.com,0,0,0,0:00:00,./statistic/biginterview.csv
bigleap.com,0,0,0,0:00:01,./statistic/bigleap.csv
biginternetcommerce.com,50,24,5,0:00:58,./statistic/biginternetcommerce.csv
bigkittylabs.com,12,30,0,0:06:30,./statistic/bigkittylabs.csv
bigpanda.io,0,0,0,0:00:00,./statistic/bigpanda.csv
bigorange.marketing,0,0,0,0:00:01,./statistic/bigorange.csv
bigsteptech.com,6,8,3,0:00:13,./statistic/bigsteptech.csv
bigscal.com,69,195,6,0:01:57,./statistic/bigscal.csv
bigtincan.com,0,0,0,0:00:01,./statistic/bigtincan.csv
bigtime.net,0,0,0,0:00:01,./statistic/bigtime.csv
bigwave.co.uk,28,142,2,0:00:43,./statistic/bigwave.csv
bigziel.com,70,40,21,0:00:57,./statistic/bigziel.csv
billingplatform.com,0,0,0,0:00:01,./statistic/billingplatform.csv
billsby.com,0,0,0,0:00:02,./statistic/billsby.csv
billdu.com,436,186,21,0:01:18,./statistic/billdu.csv
billo.app,102,151,3,0:01:39,./statistic/billo.csv
bilue.com.au,0,0,0,0:00:00,./statistic/bilue.csv
binarapps.com,64,266,4,0:01:20,./statistic/binarapps.csv
binariks.com,161,123,15,0:01:54,./statistic/binariks.csv
binaryfolks.com,129,250,7,0:03:42,./statistic/binaryfolks.csv
binarystream.com,0,2,0,0:00:11,./statistic/binarystream.csv
binmile.com,75,161,0,0:02:05,./statistic/binmile.csv
binarymetrix.com,8,69,1,0:02:06,./statistic/binarymetrix.csv
binaryinformatics.com,86,179,8,0:06:43,./statistic/binaryinformatics.csv
bionic.ai,0,0,0,0:00:00,./statistic/bionic.csv
biorender.com,3,0,1,0:00:03,./statistic/biorender.csv
bioid.com,1,1,1,0:00:07,./statistic/bioid.csv
binsky.com,0,23,0,0:01:15,./statistic/binsky.csv
birdviewpsa.com,0,0,0,0:00:00,./statistic/birdviewpsa.csv
biplus.com.vn,0,0,0,0:00:00,./statistic/biplus.csv
birdie.ai,167,65,18,0:01:15,./statistic/birdie.csv
biostratamarketing.com,225,144,22,0:01:58,./statistic/biostratamarketing.csv
